Date,Adress,Size,Rooms,Broker,Rent,Price
2022041,Pipersgatan 16,43.5,2,Unknown,3522,4450000
20220928,Rålambsvägen 50,43.5,2,Nathalie Jensen,2270,3800000
20220713,Ringvägen 79,43.5,2,Unknown,1629,3750000
20220512,Rödabergsbrinken 14,43.5,1,Unknown,2424,3995000
20221125,Skebokvarnsvägen 298,43.5,1,Unknown,2500,1995000
20221018,Sköndalsvägen 116,43.5,2,Unknown,2401,2000000
20221028,Sköntorpsvägen 128,43.5,1,Unknown,2745,2400000
20220413,Söndagsvägen 32,43.5,2,Elin Norberg,3900,2300000
2022063,Ståltrådsvägen 44,43.5,2,Åsa Danielsson,2575,2300000
2022104,Sveavägen 97,43.5,2,Unknown,2057,4550000
20220821,Tomtebobarnens gata 11,43.5,2,Unknown,2759,2500000
20220928,Valentin Sabbats Gata 1,43.5,2,Unknown,2328,4770000
20220127,Wargentinsgatan 7,43.5,2,Unknown,2473,5000000
20220517,Vedevågslingan 25,43.8,1,Unknown,2992,1950000
20221019,Abrahamsbergsvägen 50,44,2,Jenny Nordstrand Maelum,2858,2600000
20221130,Abrahamsbergsvägen 52,44,2,Anton Bjärkenrud,2858,2250000
2022117,Ahlsellvägen 8,44,2,Unknown,2943,3400000
20220919,Aktergatan 5,44,1,Unknown,1767,3500000
20220322,Älvkarleövägen 12,44,2,Unknown,3050,3700000
20220825,Årstavägen 14,44,2,Casper Burenby,3205,2285000
20220324,Årstavägen 16,44,2,Unknown,3205,2685000
20220511,Åsögatan 127,44,2,Unknown,2347,5400000
2022048,Badstrandsvägen 34,44,2,Halepce Tosun,1996,3300000
2022033,Bällstavägen 51,44,2,Josef Khan,2626,3000000
20220819,Beckbrännarbacken 7,44,1,Unknown,1998,4200000
20220429,Bergsmarksvägen 8,44,1,Vilhelm Åman,2291,3500000
20211124,Bergsunds Strand 25,44,1,Unknown,2271,4380000
20221011,Bergsunds strand 34,44,2,Unknown,2114,3800000
20220318,Bettnavägen 50,44,1,Unknown,2073,2500000
20221014,Birger Jarlsgatan 104H,44,2,Alexander Nilsson,2822,5050000
2021128,Birkagatan 35,44,2,Unknown,1730,5945000
20221129,Björkbacksvägen 71,44,2,Gurvinder Singh,3846,1995000
20221113,Blekholmsterrassen 7 - Accepterat pris!,44,1,Unknown,3557,3325000
20221027,Bondegatan 13,44,2,Unknown,2588,4100000
2022112,Borensvägen 37,44,2,Unknown,2802,2784000
20220720,Bråvallagatan 5,44,2,Unknown,2590,4500000
20211216,Byggmästarvägen 23,44,2,Halepce Tosun,2800,2950000
20220616,Dalagatan 44 A,44,2,Alexander Yavar,1316,5680000
2022031,Drejargatan 6,44,2,Unknown,2383,5525000
20221223,Ehrensvärdsgatan 4,44,2,Unknown,1605,4170000
20220926,Eklångsvägen 33,44,2,Unknown,2569,2720000
20221221,Erik Dahlbergsgatan 27,44,2,Unknown,2411,4650000
20221220,Ernst Ahlgrens Väg 7,44,2,Emma Rågberg fd Hjalmarsson,2416,3600000
20221028,Erstagatan 11,44,2,Unknown,2165,4000000
20220920,Erstagatan 26,44,2,Unknown,2261,5300000
2022113,Erstagatan 26 / Bondegatan 55,44,2,Unknown,2235,4400000
20221129,Fågelkärrsvägen 2C,44,1,Unknown,2473,2750000
2022086,Farsta Strandplan 8,44,1,William Wallsén,3235,2250000
20221017,Fendergatan 6,44,1,Unknown,2649,3737500
20221124,Frejgatan 23,44,2,Joakim Andersson,2672,4525000
2022129,Frejgatan 99,44,2,Unknown,1869,5350000
20220510,Fridhemsgatan 29D,44,2,Ronni Mleczkovicz,2334,4900000
20220926,Galonvägen 14,44,1,Malin Ivinger,2303,2500000
2022038,Galonvägen 6,44,2,Linn Holmer,2286,2750000
20221118,Garvargatan 22,44,2,Unknown,1820,4050000
20220315,Gävlegatan 13,44,2,Unknown,2454,5000000
20220822,Glasfibergatan 19,44,2,Unknown,2829,2500000
20220510,Götalandsvägen 213 A,44,2,Natalia Hernandez,2676,3200000
2022121,Götalandsvägen 213A,44,2,Unknown,2676,2800000
2022032,Gotlandsgatan 69,44,2,Unknown,2092,4700000
20220824,Grev Magnigatan 10A,44,2,Martin Sjöman,2142,6100000
2022107,Gumshornsgatan 9,44,1,Veronica Andersson,2265,4900000
20220412,Hägerstensvägen 132,44,2,Unknown,2425,4720000
20220928,Hammarby allé 149,44,2,Unknown,3085,3200000
2022112,Hästholmsvägen 17,44,2,Lena Kofoed,2697,3300000
2022096,Heleneborgsgatan 13 A,44,1,Unknown,2337,3700000
20220412,Högbergsgatan 66C,44,2,Unknown,2770,5850000
20220324,Hökens gata 8B,44,2,Unknown,2265,5300000
20221024,Hökmossevägen 19,44,2,Unknown,3388,2500000
2022083,Hökmossevägen 27,44,2,Unknown,3047,2575000
20220511,Hökmossevägen 38,44,2,Fadi Shamoun,2948,2500000
2022097,Hornsgatan 70A,44,1,Unknown,2574,4485000
20220912,Hundlokegränd 26,44,2,Unknown,2980,2000000
20221228,Idungatan 1B,44,2,Unknown,2151,4350000
20220930,Ingemarsgatan 8,44,2,Veronica Andersson,1215,4600000
20220513,Jenny Linds Gata 10,44,2,Unknown,2435,2345000
20220413,John Ericssonsgatan 11,44,2,Unknown,2566,4900000
20221129,Kanngjutargränd 52,44,2,Unknown,2936,1710000
20220930,Karlavägen 53,44,2,Fredrik Flodin,2215,6200000
2022075,Katarina bangata 25,44,2,Unknown,2080,4500000
2022047,Katarina Bangata 66,44,2,Henrik Rundgren,2338,4850000
2022119,Kattgränd 3,44,2,Unknown,2154,4650000
2022059,Klädesvägen 18,44,2,Anton Bjärkenrud,2564,2775000
20220527,Klädesvägen 20,44,2,Linnea Ragnevad,2564,2550000
20220126,Klubbacken 28,44,2,Unknown,2762,3350000
20220518,Kocksgatan 20 A,44,1,Robin Nyvall,1942,4400000
2022045,Kommendörsgatan 33 A,44,2,Unknown,2322,5500000
20220412,Kommendörsgatan 40,44,2,Unknown,2006,5850000
2022126,Krukmakargatan 10,44,1,Unknown,2070,3500000
20220818,Krukmakargatan 12,44,1,Unknown,2070,3995000
2022021,Kungsholms strand 135B,44,2,Julia Larsson,1965,5300000
20221116,Kungsholms strand 163,44,2,Unknown,2882,4325000
20220126,Kyrkogårdsvägen 43,44,1,Unknown,2598,3150000
20220427,Lanforsvägen 27,44,2,Unknown,3050,3525000
2022022,Lidnersplan 12,44,2,Rasmus Logärd,1942,3400000
20220225,Luntmakargatan 95,44,2,Unknown,1577,5200000
20220628,Lysviksgatan 9,44,2,Elin Norberg,2172,2300000
20220425,Mejselvägen 44,44,2,Unknown,3951,2600000
20220215,Mellanbergsvägen 15,44,2,Daniel Sjödin,3014,2625000
20220922,Mellanbergsvägen 17,44,2,Unknown,3014,2250000
2022082,Melodislingan 26,44,2,Nathalie Jensen,3418,5000000
20220614,Melodislingan 30,44,2,Unknown,3701,5000000
20220511,Metargatan 7,44,1,Unknown,2571,5250000
2022047,Midsommarvägen 17,44,2,Unknown,3274,3400000
20221216,Midsommarvägen 19,44,2,Jonas Lindström,3058,3325000
20220429,Midsommarvägen 21,44,2,Unknown,3274,3400000
20220530,Multrågatan 17,44,1,Unknown,2847,2100000
20211124,Nathorstvägen 11,44,2,Unknown,3450,3300000
20221214,Norra Agnegatan 36,44,2,Unknown,1883,5110000
20220819,Nybohovsbacken 35 C,44,2,Unknown,3093,3400000
20220510,Östermalmsgatan 84B,44,2,Unknown,0,6600000
20220926,Primusgatan 53,44,2,Unknown,2846,3400000
20220421,Radiusbacken 4,44,2,Jonas Lindström,2470,3720000
20220518,Rådmansgatan 77,44,2,Astrid Hovensjö Dicander,1799,5800000
2022075,Registervägen 12,44,2,Josef Khan,2662,2500000
2022122,Rindögatan 14,44,2,Unknown,3027,3275000
20221021,Ringvägen 151A,44,2,Unknown,2347,4150000
20211212,Rödabergsgatan 4,44,2,Andreé Lundmark,2451,5200000
2022086,Salagatan 26,44,2,Unknown,3169,2220000
20220915,Sankt Eriksgatan 12,44,2,Jakob Jakobsson,925,4300000
20220613,Sankt Paulsgatan 36 A,44,1,Unknown,2104,4100000
20220726,Sareksvägen 18- stor uteplats,44,2,Tobias Willhardt,2629,2970000
20220930,Skagersvägen 11,44,2,Unknown,3094,2680000
20211116,Skånegatan 57,44,2,Unknown,1801,4750000
20221117,Skånegatan 80,44,2,Unknown,1818,4100000
20221121,Skånegatan 81,44,2,Unknown,1709,4750000
20221211,Skolgränd 1,44,2,Unknown,2420,4125000
20220725,Södra Agnegatan 20,44,2,Unknown,1183,4500000
20220912,Sotingeplan 50,44,1,Unknown,2779,1360000
20220927,Storsjövägen 46,44,2,Unknown,2796,2500000
20220411,Stureparken 9,44,2,Unknown,1996,6200000
20220314,Surbrunnsgatan 1,44,2,Caroline Hanell,1333,5750000
20220629,Surtsögatan 4,44,2,Unknown,2412,2220000
20220518,Svandammsvägen 17B,44,2,Unknown,3078,3450000
20220423,Sveavägen 136,44,2,Ronni Mleczkovicz,1467,4500000
2022105,Synålsvägen 14,44,1,Emma Bogren,2303,2450000
2022125,Synålsvägen 3,44,1,Linn Holmer,2314,2520000
2022116,Tångvägen 44,44,2,Fadi Shamoun,2901,2375000
2022092,Tegnérgatan 16,44,2,Martin Sjöman,773,4750000
2022105,Teknologgatan 11,44,2,Martin Sjöman,1710,4000000
20220330,Tellusborgsvägen 75,44,2,Astrid Skogh,2590,3450000
2022061,Tellusborgsvägen 79,44,2,Jonas Lindström,2590,3410000
2022103,Tellusborgsvägen 82,44,2,Jonas Lindström,2454,2450000
2022111,Tomtebogatan 28,44,2,Unknown,1040,4725000
20211116,Tulegatan 21,44,2,Gabriel Bilir,1783,6225000
20220125,Untravägen 21,44,2,Unknown,3146,3325000
20221219,Valborgsmässovägen 20D,44,2,Valencia Can,2332,2960000
2022123,Valhallavägen 80A,44,2,Unknown,2560,4100000
20221027,Vallfartsvägen 2,44,3,Astrid Skogh,2722,3650000
20220916,Valsbergs gränd 5,44,2,Unknown,3182,3150000
20221215,Vapengatan 12,44,2,Unknown,2986,3500000
20220225,Vapengatan 14,44,2,Unknown,3073,4000000
2022039,Vapengatan 22,44,2,Unknown,3073,4025000
20220822,Vapengatan 6,44,2,Alexandra Ekstrand,3012,3345000
20211214,Vapengatan 8,44,2,Unknown,3028,3800000
20220812,Vårholmsbackarna 68,44,1,Pierre Larsson,3223,1495000
20220215,Vårholmsbackarna 80,44,2,Rabi Soma,3223,1600000
2022081,Värmlandsvägen 385,44,2,William Wallsén,3544,2270000
20220214,Vickergatan 3,44,2,Unknown,2468,4200000
20220928,Vintrosagatan 58,44,2,Unknown,2917,1750000
2022127,Wittstocksgatan 30,44,1,Magnus Ekman,809,4250000
2022045,Ahlsellvägen 12,44.2,2,Marcus Ljungdahl,2943,3800000
20220520,Ahlsellvägen 14,44.2,2,Unknown,2943,3500000
20220114,Ahlsellvägen 22,44.2,2,Unknown,2943,3800000
20220720,Ahlsellvägen 4,44.2,2,Marcus Ljungdahl,2943,3120000
20221124,Älvkarleövägen 1,44.2,2,Unknown,3146,3030000
20220621,Älvkarleövägen 15,44.2,2,Simon Engman,3146,3100000
20220114,Älvkarleövägen 16,44.2,2,Unknown,2917,4000000
20211110,Älvkarleövägen 17,44.2,2,Marcus Ljungdahl,3146,3300000
20220927,Älvkarleövägen 18,44.2,2,Unknown,3050,3000000
2022056,Älvkarleövägen 19,44.2,2,Marcus Ljungdahl,3146,3600000
20220916,Älvkarleövägen 21,44.2,2,Unknown,3146,3800000
20220811,Älvkarleövägen 22,44.2,2,Marcus Ljungdahl,2943,3600000
20221027,Älvkarleövägen 23,44.2,2,Marcus Ljungdahl,3146,3380000
20221115,Älvkarleövägen 4,44.2,2,Unknown,3050,2850000
20220121,Heklagatan 64C,44.2,2,Pamela Aguilar,2833,1900000
20220513,Heklagatan 68F,44.2,2,Pamela Aguilar,2833,1880000
20220811,Krångedevägen 21,44.2,2,Unknown,3146,3195000
2022096,Krångedevägen 25,44.2,2,Marcus Ljungdahl,3146,3150000
20221127,Krångedevägen 27,44.2,2,Unknown,3146,3350000
20221116,Krångedevägen 29,44.2,2,Linnea Mott,3146,3375000
20220525,Lanforsvägen 29,44.2,2,Marcus Ljungdahl,3050,3000000
20220411,Lanforsvägen 33,44.2,2,Unknown,3050,3300000
2022021,Lanforsvägen 37,44.2,2,Unknown,3050,3600000
20220816,Lanforsvägen 41,44.2,2,Unknown,3050,2900000
20221026,Lanforsvägen 45,44.2,2,Marcus Ljungdahl,3050,3200000
20221027,Lanforsvägen 49,44.2,2,Unknown,3050,3475000
2022117,Motalavägen 21,44.2,2,Unknown,3146,3450000
20211118,Motalavägen 25,44.2,2,Unknown,3146,3500000
20221119,Runda vägen 25,44.2,2,Unknown,3870,2160000
2022047,Untravägen 19,44.2,2,Unknown,3146,3750000
20220223,Untravägen 23,44.2,2,Marcus Ljungdahl,3146,3600000
20220819,Untravägen 25,44.2,2,Unknown,3146,3650000
2022097,Untravägen 27,44.2,2,Gustav Hjelmqvist,3146,3265000
2022039,Wenströmsvägen 6,44.2,2,Unknown,2943,3725000
20220422,Alingsåsvägen 52,44.5,2,Unknown,2597,3140000
20220823,Årstavägen 71,44.5,2,Niklas Mårtensson,3127,3000000
20220614,Bäckvägen 77,44.5,2,Rebecca Steene,3550,2925000
20221130,Fregattvägen 40,44.5,2,Signe Caroline Sjövall,3026,2600000
20220812,Fregattvägen 50,44.5,2,Unknown,3026,3050000
20220126,Götaforsvägen 34,44.5,1,Unknown,3067,2560000
20221228,Hägerstensvägen 113,44.5,2,Unknown,3181,3550000
2022021,Hägerstensvägen 115,44.5,2,Unknown,2840,3660000
20220831,Hägerstensvägen 117A,44.5,2,Unknown,2840,3700000
2022095,Hägerstensvägen 117B,44.5,2,Pontus Wilhede,2840,4030000
2022039,Hägerstensvägen 167,44.5,2,Unknown,2724,3350000
20221214,Hägerstensvägen 169,44.5,2,Joakim Ohlsson,2835,3200000
20221020,Hägerstensvägen 171,44.5,2,Unknown,2835,3165000
20220321,Hammarby Kaj 42,44.5,1,Unknown,2544,3675000
20220610,Hanna Rydhs Gata 16,44.5,1,Mattias Lundberg,2856,2250000
20220317,Hanna Rydhs gata 22,44.5,2,Daniel Sjödin,2914,2550000
20220914,Hanna Rydhs gata 40,44.5,1,Arber Ismajli,2856,1995000
20220413,Krukmakargatan 5,44.5,2,Unknown,1680,5100000
20211120,Nybodaringen 97,44.5,2,William Kajo,2858,3300000
20220312,Nybodaringen 99,44.5,2,Unknown,2858,3320000
20220420,Pilvingegatan 57,44.5,2,Walid Mirzazadeh,4011,2710000
20220226,Pilvingegatan 71,44.5,2,Unknown,4011,2700000
20221014,Pingstvägen 64,44.5,2,Unknown,3523,2800000
2022103,Rämensvägen 26,44.5,2,Unknown,3213,2725000
20220119,Rämensvägen 30,44.5,2,Unknown,3389,3060000
20220211,Rämensvägen 32,44.5,2,Unknown,3389,3200000
20221220,Ringstedsgatan 36,44.5,2,Unknown,3274,1775000
2022056,Siljansvägen 20,44.5,2,Unknown,3005,3200000
20220914,Siljansvägen 24,44.5,2,Unknown,3127,2810000
2022121,Siljansvägen 26,44.5,2,Unknown,3005,2800000
20221215,Siljansvägen 34,44.5,2,Unknown,3217,2900000
20220921,Siljansvägen 42,44.5,2,Unknown,3217,3050000
20220527,Siljansvägen 44,44.5,2,Unknown,3126,2600000
2021128,Siljansvägen 48,44.5,2,Unknown,2946,3200000
20220929,Siljansvägen 7,44.5,2,Unknown,3494,2870000
20220331,Skagersvägen 10 vån 3 / 3,44.5,2,Unknown,3088,2875000
2022097,Skagersvägen 16,44.5,2,Unknown,3119,2650000
20220323,Slätbaksvägen 10,44.5,2,Unknown,2556,3100000
2022061,Slätbaksvägen 13,44.5,2,Unknown,3147,2900000
2022098,Slätbaksvägen 6,44.5,2,Unknown,2426,3010000
20220118,Styrbordsgatan 14,44.5,1,Tobias Darnell,2595,3200000
20220216,Sveavägen 95,44.5,2,Alexander Nilsson,2106,5400000
20220623,Tångvägen 19,44.5,2,Unknown,3148,2550000
20220127,Timotejgatan 7,44.5,2,Unknown,2570,4220000
2022089,Trollesundsvägen 104,44.5,1,Chanelle Becker,2513,2250000
20220920,Virkesvägen 9G,44.5,1,Unknown,2639,3395000
20220428,Essingestråket 32,44.9,2,Unknown,3368,4310000
20220118,Långhalsvägen 11,44.9,2,Unknown,2861,3110000
20220530,Långhalsvägen 9,44.9,2,Unknown,2860,2880000
20220227,Agnes Lagerstedts gata 25,45,2,Christofer Svensson,2316,3600000
20221021,Alingsåsvägen 50,45,2,Aya Elgamalaya,2552,2570000
20220520,Alströmergatan 32 L,45,2,Filip Ullhag,2335,4300000
20221212,Alströmergatan 32 M,45,2,Unknown,2499,4310000
20221118,Alströmergatan 32 O,45,2,Jakob Jakobsson,2499,4025000
20220515,Alströmergatan 32 P,45,2,Jakob Jakobsson,2335,4725000
2022107,Alströmergatan 32H,45,2,Tolgay Erdinc,2642,4050000
2022081,Alströmergatan 32P,45,2,Ronni Mleczkovicz,2335,3795000
20221212,Alströmergatan 32S,45,2,Emma Rågberg fd Hjalmarsson,2499,4620000
20211130,Alviksvägen 11 vån 3 / 3,45,2,Emma Andersson Hejll,2300,3975000
20220923,Alviksvägen 7,45,1,Joel Beck-Friis,2383,2995000
2021126,Arbetargatan 15,45,1,Unknown,2932,3850000
2022105,Arkadvägen 14,45,2,Cesar Fuentes,2993,3300000
20210929,Arkitektvägen 13,45,2,Robin Heimberger,2862,3550000
2022077,Årstavägen 115,45,1,Unknown,3035,2705000
2021129,Artemisgatan 5A,45,2,Marcus Ljungdahl,2356,3275000
2022098,Atterbomsvägen 28,45,2,Anton Länninge,2639,3850000
20220923,Bäckvägen 89,45,2,Felicia Tengmo,3753,2995000
20220927,Bäckvägen 91,45,2,Unknown,3604,3055000
20220726,Badstrandsvägen 20,45,2,Emma Wallin,2189,4050000
20210910,Baltzar von platens gata 5,45,2,Unknown,2733,5925000
2022105,Beckbrännarbacken 1,45,2,Unknown,2550,4200000
20220831,Bergsundsgatan 19,45,2,Unknown,2527,4240000
20220113,Bildhuggarvägen 25,45,2,Walid Mirzazadeh,2785,3570000
20220120,Bildhuggarvägen 27,45,2,Kalle Gudmundsson,2731,3400000
20210920,Björkbacksvägen 10,45,2,Unknown,3862,2420000
20220412,Björkbacksvägen 32,45,2,Unknown,3864,2600000
20220924,Björkbacksvägen 42 - Accepterat pris,45,2,Linn Johansson,3941,2300000
20220826,Björkbacksvägen 48,45,2,Julia Hast,3864,2250000
2022111,Björkbacksvägen 50,45,2,Robin Heimberger,3941,2300000
20221227,Bjurholmsplan 23,45,2,Unknown,3238,3945000
20220622,Blekingegatan 16,45,2,Unknown,2143,4110000
20220518,Boråsvägen 18,45,2,Unknown,2262,3360000
2022067,Borensvägen 11,45,2,Unknown,2464,2950000
20220315,Brännkyrkagatan 81,45,2,Unknown,1631,5250000
20221014,Bryggvägen 12,45,2,Valencia Can,2376,3650000
20221027,Buteljgatan 24,45,2,Unknown,2601,3515000
2022122,Celsiusgatan 7,45,1,Therese Karlsson,1829,3915000
2022096,Dalagatan 23 A,45,2,Unknown,1784,5700000
20220322,Dalagatan 44A,45,2,Emillio Afram,1144,6200000
2021084,Dianavägen 25,45,2,Simon Engman,1516,3850000
2021083,Drottninggatan 90 A,45,1,Unknown,475,5500000
2022114,Eklångsvägen 32,45,2,Unknown,2547,2915000
20211028,Emågatan 36,45,2,Unknown,2553,2870000
20220124,Erik Tegels Väg 11,45,1,Unknown,3099,1600000
20220621,Ernst Ahlgrens Väg 5,45,2,Emma Rågberg fd Hjalmarsson,2460,4050000
20220622,Ernst ahlgrens väg 5,45,2,Nathalie Jensen,2351,3950000
20220520,Essinge Brogata 22,45,2,Anton Länninge,3309,3150000
20221012,Essinge brogata 22,45,2,Anton Länninge,3309,3050000
20220126,Essingestråket 29,45,2,Martin Jönsson,2826,3400000
2022098,Fageredsgränd 18,45,2,Paulina Despotovic,3553,1800000
20211116,Falköpingsvägen 2,45,2,Javiera Robertsson,3228,3400000
20220224,Fältspatvägen 5b,45,2,Emma Andersson Hejll,2986,3825000
2022061,Finn Malmgrens väg 52,45,2,Javiera Robertsson,3235,3320000
2021101,Finn Malmgrens väg 54,45,2,Cesar Fuentes,2995,3100000
2022047,Folkungagatan 53,45,2,Unknown,2432,4560000
20220220,Follingbogatan 12,45,2,Linnea Ragnevad,2723,3000000
20220615,Fredhällsgatan 5,45,2,Emma Rågberg fd Hjalmarsson,2239,4050000
2022034,Fyrvaktarkroken 6,45,2,Jeanette Giörtz,2625,3500000
2022069,Gästrikegatan 13,45,2,Andreas Köhler,1499,5910000
20220315,Gästrikegatan 22,45,2,Unknown,1324,6500000
20221012,Glasmålarvägen 6,45,1,Unknown,2506,2320000
2022055,Glindragränd 12,45,1,Unknown,2974,3280000
20221110,Grev Magnigatan 19,45,2,Amanda Marti de Luque,2048,5850000
2022127,Grindsgatan 52,45,2,Unknown,2143,3775000
20220426,Gruvbacken 4,45,1,Emil Hoffman,2482,4850000
2022077,Gubbkärrsvägen 19A - ACCEPTERAT PRIS!,45,2,Emma Bogren,3059,2600000
2022032,Gubbkärrsvägen 29 S,45,1,Jonas Tillman,2975,2350000
2022074,Hanna Paulis gata 23,45,1,Unknown,2715,2570000
20211217,Heleneborgsgatan 30A,45,1,Unknown,2638,5300000
20220930,Heleneborgsgatan 36 A,45,2,Unknown,3038,4400000
2022106,Helsingörsgatan 23,45,2,Unknown,3499,1650000
20220929,Helsingörsgatan 30,45,2,Unknown,3155,1550000
20221130,Helsingörsgatan 37,45,2,Unknown,3360,1925000
20220830,Helsingörsgatan 42,45,2,Unknown,3314,1690000
20220923,Helsingörsgatan 46,45,2,Unknown,3152,1900000
20220516,Helsingörsgatan 7,45,2,Mirza Licina,2661,2210000
20220429,Hjovägen 2,45,2,Unknown,3332,3410000
2022046,Hjovägen 4,45,2,Unknown,3332,3380000
20220720,Hjovägen 6,45,2,Casper Burenby,3574,2925000
2022061,Högalidsgatan 38D,45,2,Unknown,1851,4800000
2022081,Högbergsgatan 50,45,2,Unknown,1184,4485000
20221020,Hökmossevägen 18,45,2,Unknown,3794,2130000
20220429,Hökmossevägen 20,45,2,Unknown,3794,2200000
2021091,Hornstulls Strand 13 / Liljeholmsbron 10,45,2,Unknown,2499,4200000
20211020,Husabyvägen 15,45,2,Unknown,2551,3675000
2022045,Husabyvägen 17,45,2,Unknown,2551,4200000
2022095,Husabyvägen 19,45,2,Unknown,2551,3700000
20220914,John Ericssonsgatan 15,45,2,Unknown,2264,3825000
20211025,John Ericssonsgatan 6,45,2,Mikael Bjérnhof,3121,4500000
20211213,kabelverksgatan 20,45,2,Unknown,2894,2950000
20220830,Kabelverksgatan 20,45,2,Unknown,3114,2850000
2022091,Kalmgatan 19,45,2,Robin Sjöberg,2673,3000000
2022122,Kamomillagatan 13,45,2,Rebecca Bloss,1831,2700000
2022071,Kamomillagatan 31,45,2,Hevrê Yildiz,2364,2750000
20220810,Kaptensgatan 15 A,45,2,Unknown,2151,5800000
2022039,Kaptensgatan 7A,45,2,Unknown,2045,6200000
2022096,Karlbergsvägen 54,45,2,Unknown,2456,4950000
20221122,Karlbergsvägen 70B,45,2,Joakim Andersson,2398,4600000
20220118,Karlbergsvägen 84A,45,2,Emillio Afram,2170,5200000
20220311,Kastrupgatan 14,45,2,Unknown,2784,1880000
2022112,Kastrupgatan 5,45,2,Unknown,2825,1800000
20210831,Kastrupgatan 6 ,45,2,Unknown,2972,2070000
20220518,Kastrupgatan 9,45,2,Unknown,2964,1800000
20210713,Kirunagatan 15 (Vån 2),45,2,Josef Gubrail,3652,2180000
20220925,Kirunagatan 15 vån 8,45,2,Jimmy Armasson,3652,2115000
2022111,Kirunagatan 19 vån 9 av 9,45,2,Jimmy Armasson,3652,2050000
2022053,Klintbacken 90,45,2,Marcus Hemrin,3268,3300000
20220415,Klubbacken 32,45,2,Unknown,2890,3125000
20220216,Kocksgatan 41A,45,2,Unknown,2439,6000000
20220613,Köpenhamnsgatan 10,45,2,Unknown,2263,1895000
20221219,Köpenhamnsgatan 20,45,2,Unknown,2339,1845000
20221121,Köpenhamnsgatan 30,45,2,Unknown,2262,1900000
20210715,Köpenhamnsgatan 32 Accepterat pris,45,2,Unknown,2137,1850000
20221122,Köpenhamnsgatan 8,45,2,Unknown,3030,1950000
20211123,Kransbindarvägen 10,45,2,Astrid Skogh,2573,3425000
20220831,Kronobergsgatan 25,45,2,Erin Kiruk,3055,4750000
20220125,Kungsholms kyrkoplan 6,45,2,Unknown,2234,5250000
2022063,Långsjövägen 58,45,2,Unknown,3204,2800000
20221117,Lidköpingsvägen 48,45,2,Unknown,2724,3050000
2022128,Lidköpingsvägen 50,45,2,Unknown,2724,2935000
20210929,Liljeholmsbron 10,45,1,Unknown,2564,3500000
20220125,Lindstigen 1,45,2,Unknown,3621,2970000
20210921,Lisebergsvägen 117,45,2,Unknown,3205,2300000
20210818,Lisebergsvägen 119,45,2,Unknown,3205,2400000
2022034,Love Almqvists väg 4A,45,2,Robin Nyvall,3130,3775000
20220623,Lundagatan 36C,45,1,Unknown,2273,4000000
2022118,Lundagatan 36C 4 / 4 tr. Högst upp i huset!,45,2,Unknown,2273,5750000
20220224,Lustigkullavägen 1,45,1,Johanna Dahlerus,2513,3270000
20221113,Luxgatan 37,45,2,Unknown,2883,3650000
20220711,Margretelundsvägen 26,45,2,Emma Andersson Hejll,2593,3025000
2021119,Margretelundsvägen 32,45,2,Emma Andersson Hejll,2645,2600000
2021126,Margretelundsvägen 34,45,2,Emma Andersson Hejll,2645,2700000
20220522,Marieviksgatan 40,45,2,Kristoffer Pettersson,2571,3600000
20220930,Midsommarparken 5B,45,2,Kristoffer Pettersson,2732,3075000
2022018,Minnebergsvägen 14,45,2,Emma Andersson Hejll,2528,3430000
20220721,Nathorstvägen 52,45,2,Unknown,2915,3215000
20220428,Norrbackagatan 11,45,2,Bodil Melander,2283,5620000
20220426,Norrbackagatan 60,45,2,Julia Larsson,2533,5700000
20210921,Norrtullsgatan 9,45,2,Unknown,1355,5100000
20220930,Nybohovsbacken 35D,45,2,Emelie Röpke,3127,3440000
2022023,Nybrogatan 38B,45,2,Unknown,1852,6900000
2022034,Nynäsvägen 308,45,1,Unknown,2642,3000000
2022107,Nynäsvägen 339,45,1,Unknown,2768,2515000
2022067,Observatoriegatan 2A,45,2,Joakim Andersson,1492,5100000
2022112,Odengatan 37A,45,2,Unknown,757,5150000
20220126,Odengatan 6A,45,2,Sofia Elfsson da Costa,1809,5725000
20220614,Olaus Magnus väg 42,45,2,Unknown,2812,2900000
20211112,Olof Dalins Väg 20,45,2,Unknown,3251,4150000
2022117,Oskarslundsbacken 13,45,2,Joakim Ohlsson,2818,3600000
20210911,Oskarslundsbacken 13 3tr,45,2,Unknown,2818,3600000
2022069,Palandergatan 19,45,2,Unknown,3095,2750000
20221122,Palmfeltsvägen 49,45,1,Unknown,2517,2475000
2022111,Paternostervägen 98,45,2,Josefin Uggla,3066,2860000
20210911,Per Lindeströms väg 108,45,2,Alfred Gunnarsson,3170,2725000
2022038,Per lindeströms väg 110,45,2,Unknown,3170,3150000
20221216,Petrejusvägen 4,45,2,Unknown,2896,2800000
20221218,Pilvingegatan 58,45,2,Unknown,2794,2150000
20220216,Polhemsgatan 21A,45,2,Unknown,2039,5800000
20221020,Pontonjärgatan 20,45,2,Unknown,2650,4400000
20220812,Radiusbacken 31,45,2,Kristoffer Pettersson,3000,3700000
2021099,Rämensvägen 19,45,2,Unknown,3360,3020000
20220127,Rämensvägen 21,45,2,Unknown,3420,3190000
20221028,Rämensvägen 43,45,2,Unknown,3591,2800000
20220119,Rämensvägen 47,45,2,Unknown,3242,3100000
20220524,Registervägen 18,45,2,Anton Bjärkenrud,2057,2600000
