Date,Adress,Size,Rooms,Broker,Rent,Price
2019087.0,Kocksgatan 52,25.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1065.0,2800000.0
2019087.0,Bergsundsgatan 16,25.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1534.0,3240000.0
2019087.0,Gyllenborgsgatan 22,21.5,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1528.0,2600000.0
2019087.0,Paternostervägen 36,25.0,1.0,Fastighetsbyrån Enskede,1159.0,2260000.0
2019087.0,Dalagatan 39,24.0,2.0,Fastighetsbyrån Stockholm - Vasastan,1165.0,3070000.0
2019087.0,Lidnersplan 8,22.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,1446.0,2280000.0
2019087.0,Konstgjutarvägen 38,24.5,1.0,Notar,1814.0,2000000.0
2019087.0,Sågargatan 14,22.0,1.0,BOSTHLM Fastighetsmäklare AB,1311.0,2350000.0
2019086.0,Rådmansgatan 46,25.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan,1553.0,3000000.0
2019085.0,Parmmätargatan 22,20.0,1.0,HusmanHagberg Kungsholmen,1506.0,2900000.0
2019083.0,Folkskolegatan 6,22.0,1.0,Brokr Fastighetsmäklare,1874.0,2550000.0
2019081.0,Mockasinvägen 26,23.0,1.0,Notar,1124.0,1700000.0
2019081.0,Skeppargatan 22,23.0,1.0,Nestor Fastighetsmäkleri,1135.0,3200000.0
2019081.0,Åsögatan 181,22.0,1.0,Innerstadsspecialisten S AB,1283.0,2630000.0
2019081.0,Kungsklippan 11,23.0,1.0,BOSTHLM,1663.0,2440000.0
20190731.0,Rindögatan 14,25.0,1.0,Fastighetsbyrån Stockholm – Östermalm,1715.0,3100000.0
20190731.0,Närkesgatan 2,25.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,1233.0,2750000.0
20190731.0,Swedenborgsgatan 4A,25.0,1.0,Historiska Hem,950.0,3000000.0
20190730.0,Furusundsgatan 13,25.0,1.0,Notar,1091.0,2710000.0
20190730.0,Völundsgatan 10,24.0,1.0,Notar,1686.0,2800000.0
20190730.0,Sankt Göransgatan 153,22.5,1.0,BOSTHLM Fastighetsmäklare AB,1550.0,2510000.0
20190727.0,Pastellvägen 13,25.0,1.0,Södermäklarna,1641.0,2215000.0
20190725.0,Kungsklippan 11,24.0,1.0,Innerstadsspecialisten S AB,1714.0,2550000.0
20190725.0,Brantingsgatan 40,24.5,1.0,Notar,1423.0,2550000.0
20190725.0,Åsögatan 163,24.0,1.0,Innerstadsspecialisten S AB,621.0,3150000.0
20190725.0,Rindögatan 4,23.0,1.0,BOSTHLM Fastighetsmäklare AB,1620.0,2950000.0
20190725.0,Nybrogatan 50,25.0,1.0,BOSTHLM Älvsjö,561.0,3080000.0
20190724.0,Fleminggatan 83,20.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,230.0,2900000.0
20190724.0,Sankt Eriksgatan 39,25.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,731.0,2875000.0
20190723.0,Sankt Göransgatan 153,22.5,1.0,Notar,1550.0,2420000.0
20190719.0,Heleneborgsgatan 8A,23.0,1.0,Bjurfors Södermalm,1597.0,2750000.0
20190715.0,Storsjövägen 38 A,21.3,1.0,Fastighetsbyrån Årsta,1209.0,2023500.0
20190714.0,Kommendörsgatan 33A,24.0,1.0,Notar,1312.0,3150000.0
20190712.0,Kungsklippan 11,24.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1740.0,2610000.0
20190712.0,Rindögatan 12,24.0,1.0,Eklund Stockholm New York,1649.0,2750000.0
