Date,Adress,Size,Rooms,Broker,Rent,Price,NearbyPOIs,Latitude,Longitude,PricePerKvm
20171221.0,Idungatan 3,27.0,1.0,Erik Olsson Fastighetsförmedling,1018.0,2750000.0,1000.0,59.34773306953446,18.04779052734375,101852.0
20171221.0,Östgötagatan 89,30.0,1.0,Historiska Hem,1462.0,3080000.0,802.0,59.30780169788126,18.079376220703125,102667.0
20171220.0,Kratsbodavägen 50 C,27.0,1.0,Brokr Fastighetsmäklare,1670.0,2350000.0,104.0,59.36103310187028,17.95440673828125,87037.0
20171219.0,Liljeörnsgränd 9,28.0,1.0,Mäklarhuset Vällingby-Hässelby,1974.0,1600000.0,15.0,59.37152944697418,17.84454345703125,57143.0
20171219.0,Tellusborgsvägen 92,27.0,1.0,Svenska Mäklarhuset Hägersten/Liljeholmen,1503.0,2450000.0,93.0,59.29868797064062,18.0010986328125,90741.0
20171218.0,Ljusstöparbacken 24,28.5,1.0,Fastighetsbyrån Hägersten/Älvsjö,1454.0,2100000.0,158.0,59.314109771032584,18.00933837890625,73684.0
20171215.0,Kungsklippan 14,30.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,2388.0,2550000.0,1300.0,59.33022508672785,18.04779052734375,85000.0
20171215.0,Brantingsgatan 48,26.0,1.0,Notar,1386.0,2640000.0,228.0,59.34423219489216,18.098602294921875,101538.0
20171214.0,Ekensbergsvägen 32,28.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,2493.0,2020000.0,106.0,59.314810595818216,17.994232177734375,72143.0
20171214.0,Lundagatan 44A,29.5,1.0,Fastighetsbyrån Stockholm - Södermalm,1588.0,2800000.0,668.0,59.31831450306765,18.043670654296875,94915.0
20171214.0,Voxnegränd 24,26.0,1.0,Notar,2350.0,1920000.0,21.0,59.27343721057842,18.1329345703125,73846.0
20171213.0,Bäckvägen 149,26.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1143.0,2220000.0,63.0,59.30079135519931,17.984619140625,85385.0
20171213.0,Maria Prästgårdsgata 8,26.0,1.0,Södermäklarna,1651.0,2850000.0,1200.0,59.31621220205322,18.065643310546875,109615.0
20171213.0,Norrtullsgatan 61,30.0,1.0,Vasastansmäklarna,1695.0,2900000.0,914.0,59.3484332011528,18.0450439453125,96667.0
2017127.0,Sankt Eriksgatan 92,26.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1077.0,2450000.0,623.0,59.341431235306,18.03817749023437,94231.0
2017127.0,Årstavägen 83,25.5,1.0,Fastighetsbyrån Årsta,1841.0,2250000.0,131.0,59.29798681355474,18.046417236328125,88235.0
2017127.0,Katarina Bangata 61,26.0,1.0,Södermäklarna,1581.0,2700000.0,692.0,59.3092035930421,18.087615966796875,103846.0
2017126.0,Slätbaksvägen 6,27.0,1.0,Fastighetsbyrån Årsta,1711.0,2300000.0,286.0,59.29728564201869,18.0615234375,85185.0
2017126.0,Kärrtorpsvägen 34,26.0,1.0,BOSTHLM Fastighetsmäklare AB,1647.0,1975000.0,46.0,59.28396063704929,18.11508178710937,75962.0
2017126.0,Gubbkärrsvägen 29R,26.0,1.0,Svenska Mäklarhuset Bromma,1652.0,2125000.0,11.0,59.331626057461776,17.9132080078125,81731.0
2017126.0,Trollesundsvägen 102,28.0,1.0,HusmanHagberg Älvsjö,1742.0,1850000.0,20.0,59.26080480505864,18.04779052734375,66071.0
2017125.0,Artillerigatan 29,26.0,1.0,Behrer & Partners,1524.0,3250000.0,1100.0,59.335828623088354,18.08212280273437,125000.0
2017124.0,Pontonjärgatan 18,26.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1570.0,2800000.0,650.0,59.32882405822882,18.035430908203125,107692.0
2017121.0,Karlavägen 52,26.0,1.0,Fastighetsbyrån Stockholm – Östermalm,584.0,2750000.0,1000.0,59.33933036401609,18.08074951171875,105769.0
2017121.0,Rörstrandsgatan 23,27.0,1.0,Svensk Fastighetsförmedling Sthlm Vasastan,1405.0,2600000.0,510.0,59.34003066888457,18.03131103515625,96296.0
20171130.0,Malmgårdsvägen 16,27.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1537.0,2500000.0,626.0,59.3092035930421,18.0889892578125,92593.0
20171130.0,Ellen Keys Gata 95A,28.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1786.0,1895000.0,31.0,59.28325917646979,17.96539306640625,67679.0
20171130.0,Flintbacken 2,29.5,1.0,Fastighetsbyrån Stockholm - Södermalm,1269.0,2430000.0,382.0,59.31060543041464,18.050537109375,82373.0
20171130.0,S:t Eriksgatan 40,27.5,1.0,BOSTHLM Fastighetsmäklare AB,310.0,3450000.0,605.0,59.333727405256454,18.032684326171875,125455.0
20171130.0,Svedbergsplan 5,28.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,1644.0,2570000.0,211.0,59.32742297196316,18.0120849609375,91786.0
20171129.0,Olshammarsgatan 77,27.5,1.0,Svenska Mäklarhuset Älvsjö/Bandhagen,1850.0,1890000.0,13.0,59.25940091525868,18.010711669921875,68727.0
20171129.0,Kammakargatan 70,29.0,1.0,Fastighetsmäklarna,917.0,2800000.0,1300.0,59.33652900015258,18.051910400390625,96552.0
20171128.0,Alpvägen 10,28.7,1.0,Notar,2695.0,1840000.0,104.0,59.36243280216269,17.95440673828125,64111.0
20171127.0,Döbelnsgatan 67 A,28.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1315.0,3000000.0,1300.0,59.34353197665222,18.05877685546875,107143.0
20171127.0,Fruängstorget 3,30.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Älvsjö-Fruängen,2244.0,2200000.0,29.0,59.286064932064534,17.964019775390625,73333.0
20171127.0,Erstagatan 23,27.2,1.0,HusmanHagberg Södermalm/Gamla Stan,1519.0,2440000.0,561.0,59.313408931801185,18.090362548828125,89706.0
20171125.0,Kungsklippan 20,28.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,2163.0,2540000.0,1300.0,59.33022508672785,18.04779052734375,90714.0
20171125.0,Rörstrandsgatan 33B,27.0,1.0,ERA Bostad Sthlm,829.0,2950000.0,449.0,59.34003066888457,18.028564453125,109259.0
20171124.0,Birger Jarlsgatan 104 F,30.0,1.0,Fastighetsbyrån Stockholm – Östermalm,2159.0,2900000.0,1200.0,59.34703292347968,18.062896728515625,96667.0
20171124.0,Johannesbergsgatan 4,29.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,2865.0,2300000.0,115.0,59.300090241462705,18.010711669921875,79310.0
20171124.0,Hägervägen 27,26.0,1.0,Södermäklarna,1262.0,2050000.0,36.0,59.27273553316574,18.08349609375,78846.0
20171124.0,Klädesvägen 28,30.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,1757.0,2250000.0,48.0,59.33863004470884,17.942047119140625,75000.0
20171124.0,Tellusborgsvägen 92,30.0,1.0,Notar,1670.0,2730000.0,93.0,59.29868797064062,18.0010986328125,91000.0
20171124.0,Pelargatan 4,30.0,1.0,Svensk Fastighetsförmedling Hammarbyhöjden,2828.0,2315000.0,307.0,59.29518204070777,18.08624267578125,77167.0
20171123.0,Rådmansgatan 37,26.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1343.0,2775000.0,1500.0,59.34073095931448,18.0615234375,106731.0
20171123.0,Tellusborgsvägen 90,30.0,1.0,Notar,1670.0,2625000.0,91.0,59.29868797064062,18.002471923828125,87500.0
20171123.0,Sandelsgatan 40,26.0,1.0,Notar,1396.0,2700000.0,357.0,59.34353197665222,18.09310913085937,103846.0
20171123.0,Smedsbacksgatan 26,27.0,1.0,Erik Olsson Fastighetsförmedling,1910.0,2300000.0,202.0,59.3484332011528,18.098602294921875,85185.0
20171123.0,Högalidsgatan 32 A,30.0,1.0,HusmanHagberg Södermalm/Gamla Stan,1472.0,2810000.0,536.0,59.31831450306765,18.03955078125,93667.0
20171123.0,Roslagsgatan 48,27.0,1.0,Fastighetsmäklarna,578.0,2820000.0,1100.0,59.34913331833489,18.057403564453125,104444.0
20171122.0,Svartviksvägen 4 A,28.0,1.0,Grand Fastighetsförmedling,1688.0,2110000.0,90.0,59.334427825640475,17.9901123046875,75357.0
20171122.0,Agnes Lagerstedts gata 12,27.0,1.0,Notar,1542.0,2000000.0,35.0,59.285363514846466,17.969512939453125,74074.0
20171121.0,Bråvallagatan 9A,26.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1820.0,2950000.0,546.0,59.33863004470884,18.0340576171875,113462.0
20171121.0,Kärrtorpsvägen 34,26.0,1.0,SkandiaMäklarna Enskede,1647.0,2015000.0,46.0,59.28396063704929,18.11508178710937,77500.0
20171121.0,Kungsklippan 11,30.0,2.0,Bjurfors Kungsholmen Vasastan,2418.0,2750000.0,1300.0,59.329524579699104,18.04779052734375,91667.0
20171120.0,Sandfjärdsgatan 33,27.0,1.0,Fastighetsbyrån Årsta,1968.0,2000000.0,67.0,59.29448081136921,18.046417236328125,74074.0
20171120.0,Blekingegatan 18,29.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1450.0,2600000.0,871.0,59.3092035930421,18.0670166015625,89655.0
20171120.0,Åsögatan 118,28.0,1.0,Södermäklarna,769.0,3000000.0,972.0,59.31270807812389,18.07525634765625,107143.0
20171119.0,Bondegatan 3 D,26.0,1.0,Södermäklarna,2155.0,2605000.0,951.0,59.31270807812389,18.076629638671875,100192.0
20171119.0,Harpsundsvägen 103,28.5,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bandhagen,1670.0,2200000.0,22.0,59.261506728268,18.043670654296875,77193.0
20171119.0,Lundagatan 36B,30.0,1.0,Svensk Fastighetsförmedling Sthlm Södermalm,1610.0,2800000.0,813.0,59.319015241183074,18.046417236328125,93333.0
20171118.0,Skeppargatan 79,29.0,1.0,Fastighetsbyrån Stockholm – Östermalm,1616.0,3000000.0,453.0,59.342831743974685,18.090362548828125,103448.0
20171117.0,Bäckvägen 149,26.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1143.0,2100000.0,63.0,59.30079135519931,17.984619140625,80769.0
20171117.0,Bråvallagatan 8,26.0,1.0,SkandiaMäklarna Stockholm Vasastan,1933.0,2750000.0,572.0,59.33863004470884,18.035430908203125,105769.0
20171116.0,Harpsundsvägen 151,28.5,1.0,SkandiaMäklarna Älvsjö,1623.0,1950000.0,20.0,59.26010286738892,18.0450439453125,68421.0
20171116.0,Karlavägen 52,26.0,1.0,Behrer & Partners,583.0,3000000.0,1000.0,59.33933036401609,18.08074951171875,115385.0
20171116.0,Möckelvägen 9,26.0,1.0,Fastighetsmäklarna,1490.0,2200000.0,171.0,59.29448081136921,18.0615234375,84615.0
20171114.0,Klippgatan 14G,28.0,1.0,Nomad Mäkleri,1634.0,2950000.0,736.0,59.314109771032584,18.087615966796875,105357.0
20171114.0,Strålgatan 21,28.0,1.0,BOSTHLM Fastighetsmäklare AB,2051.0,2500000.0,141.0,59.32392000355976,18.005218505859375,89286.0
20171114.0,Roslagsgatan 15A,30.0,1.0,Notar,1790.0,2800000.0,1300.0,59.34633276298826,18.05877685546875,93333.0
20171114.0,Högalidsgatan 33,26.0,1.0,HusmanHagberg Södermalm/Gamla Stan,1879.0,2620000.0,410.0,59.31831450306765,18.028564453125,100769.0
20171113.0,Ola Hanssonsgatan 7,28.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1902.0,2600000.0,128.0,59.333727405256454,17.999725341796875,92857.0
20171113.0,Folkungagatan 101,29.0,1.0,MOHV Bromma,999.0,3050000.0,929.0,59.31551140615839,18.084869384765625,105172.0
20171111.0,Rålambsvägen 46,26.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1577.0,2900000.0,131.0,59.329524579699104,18.005218505859375,111538.0
20171110.0,Frejgatan 89,30.0,1.0,Behrer & Partners,1563.0,3360000.0,932.0,59.34353197665222,18.043670654296875,112000.0
20171110.0,Roslagsgatan 29,28.0,1.0,Notar,1759.0,2600000.0,1200.0,59.34773306953446,18.05877685546875,92857.0
20171110.0,Yxsmedsgränd 2,29.0,1.0,HusmanHagberg Södermalm/Gamla Stan,2842.0,2920000.0,1800.0,59.324620626125686,18.06976318359375,100690.0
2017119.0,Bildhuggarvägen 23,28.0,1.0,Fastighetsbyrån Enskede,1406.0,2365000.0,256.0,59.29448081136921,18.07525634765625,84464.0
2017119.0,Sigtunagatan 13A,30.0,1.0,Mäklarhuset Stockholm Innerstan,878.0,3400000.0,782.0,59.341431235306,18.040924072265625,113333.0
2017119.0,Holbergsgatan 38,29.0,1.0,Notar,1499.0,1650000.0,42.0,59.34633276298826,17.88848876953125,56897.0
2017118.0,Kirunagatan 72,26.0,1.0,Fastighetsbyrån Hässelby/Vällingby/Spånga,1581.0,1745000.0,32.0,59.36663155666871,17.862396240234375,67115.0
2017118.0,Skeppargatan 77,29.0,1.0,Fastighetsbyrån Stockholm – Östermalm,1616.0,2950000.0,453.0,59.342831743974685,18.090362548828125,101724.0
2017118.0,Bjurholmsplan 17,28.0,1.0,SkandiaMäklarna Stockholm Södermalm,1261.0,2620000.0,812.0,59.3092035930421,18.08074951171875,93571.0
2017118.0,Doktor Widerströms Gata 30,26.0,1.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,1958.0,2100000.0,26.0,59.2846620831748,17.9571533203125,80769.0
2017117.0,Ringvägen 158,28.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,1210.0,2560000.0,692.0,59.30990451895182,18.087615966796875,91429.0
2017117.0,Sturegatan 19,30.0,1.0,Behrer & Partners,751.0,3450000.0,1200.0,59.341431235306,18.076629638671875,115000.0
2017117.0,Tomtebogatan 15,29.0,1.0,Notar,1224.0,2870000.0,542.0,59.34073095931448,18.0340576171875,98966.0
2017114.0,Artillerigatan 29,26.0,1.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1476.0,3100000.0,1100.0,59.335828623088354,18.08212280273437,119231.0
2017113.0,Katarina Bangata 59C,30.0,1.0,SkandiaMäklarna Stockholm Södermalm,1945.0,2850000.0,692.0,59.3092035930421,18.087615966796875,95000.0
2017112.0,Bergsgatan 49,28.0,1.0,BOSTHLM Fastighetsmäklare AB,1265.0,2650000.0,743.0,59.33022508672785,18.03817749023437,94643.0
2017112.0,Fyrskeppsvägen 124,28.0,1.0,Svensk Fastighetsförmedling Hammarbyhöjden,1689.0,2000000.0,62.0,59.28676633482918,18.11370849609375,71429.0
2017112.0,Kungsholms strand 141,29.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,1235.0,2610000.0,513.0,59.33722936277729,18.03131103515625,90000.0
2017112.0,Skebokvarnsvägen 283,26.0,1.0,Notar,1432.0,1950000.0,22.0,59.26361241113585,18.03680419921875,75000.0
2017112.0,Norrbackagatan 14,27.0,1.0,HusmanHagberg Vasastan,1661.0,2700000.0,533.0,59.33863004470884,18.032684326171875,100000.0
2017112.0,Sköndalsvägen 110,29.5,1.0,Notar,1830.0,1750000.0,14.0,59.25238059858318,18.117828369140625,59322.0
2017111.0,Marmorgatan 11,28.0,1.0,SkandiaMäklarna Stockholm Södermalm,2178.0,2525000.0,454.0,59.31060543041464,18.05328369140625,90179.0
2017111.0,Bergsgatan 49,28.0,1.0,Karlsson & Uddare AB,1265.0,2475000.0,743.0,59.33022508672785,18.03817749023437,88393.0
2017111.0,Schlytersvägen 64,28.0,1.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,1646.0,2635000.0,99.0,59.30639974493064,17.999725341796875,94107.0
20171031.0,Hornsgatan 180,30.0,1.0,Alexander White,2249.0,3300000.0,361.0,59.314810595818216,18.032684326171875,110000.0
20171031.0,Brantingsgatan 32,26.0,1.0,Notar,1728.0,2550000.0,261.0,59.34563258805997,18.095855712890625,98077.0
20171029.0,Klyvarvägen 4,26.0,1.0,Notar,1548.0,2100000.0,133.0,59.31551140615839,17.999725341796875,80769.0
20171027.0,Torsgatan 27,29.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1809.0,2850000.0,705.0,59.337929710962655,18.03955078125,98276.0
20171027.0,Östhammarsgatan 69,25.5,1.0,Svenska Mäklarhuset Östermalm,1458.0,2400000.0,110.0,59.34353197665222,18.1109619140625,94118.0
20171027.0,Roslagsgatan 17A,30.0,1.0,ERA Bostad Sthlm,563.0,3450000.0,1300.0,59.34633276298826,18.05877685546875,115000.0
20171027.0,Reimersholmsgatan 8,30.0,1.0,Erik Olsson Fastighetsförmedling,2007.0,2820000.0,359.0,59.31831450306765,18.024444580078125,94000.0
20171026.0,Rörstrandsgatan 48,26.0,2.0,Fastighetsbyrån Stockholm - Vasastan,1495.0,3320000.0,430.0,59.341431235306,18.02719116210937,127692.0
20171026.0,Tellusborgsvägen 90,30.0,1.0,Svenska Mäklarhuset Hägersten/Liljeholmen,1670.0,2750000.0,91.0,59.29868797064062,18.002471923828125,91667.0
20171026.0,Högalidsgatan 11A,30.0,1.0,HusmanHagberg Södermalm/Gamla Stan,1330.0,3025000.0,415.0,59.31761375050765,18.0340576171875,100833.0
20171024.0,Chapmansgatan 4,27.0,1.0,Notar,1203.0,2920000.0,605.0,59.32812352231692,18.032684326171875,108148.0
20171024.0,Bråvallagatan 8,28.0,1.0,Notar,2128.0,2900000.0,572.0,59.33863004470884,18.035430908203125,103571.0
20171023.0,Kocksgatan 36,30.0,2.0,Svensk Fastighetsförmedling Sthlm Södermalm,1777.0,2925000.0,955.0,59.314109771032584,18.08074951171875,97500.0
20171020.0,Bondegatan 24,27.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1486.0,3000000.0,918.0,59.31270807812389,18.079376220703125,111111.0
20171020.0,Rehnsgatan 15,27.0,1.0,Fastighetsbyrån Stockholm - Vasastan,909.0,2875000.0,1400.0,59.34213149685935,18.05877685546875,106481.0
20171020.0,Blekingegatan 18,29.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1450.0,2700000.0,871.0,59.3092035930421,18.0670166015625,93103.0
20171020.0,Frejgatan 36A,28.0,1.0,Tradition Fastighetsmäkleri,1609.0,3000000.0,1000.0,59.34493239869467,18.046417236328125,107143.0
20171020.0,Norrtullsgatan 38,29.0,1.0,Mäklarhuset Stockholm Innerstan,1593.0,2700000.0,829.0,59.34983342108092,18.0450439453125,93103.0
20171020.0,Ellen keys gata 45,26.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Älvsjö-Fruängen,1569.0,1900000.0,32.0,59.28676633482918,17.966766357421875,73077.0
20171020.0,Valhallavägen 158,29.0,1.0,Bjurfors Östermalm/Lidingö,1232.0,2900000.0,351.0,59.33933036401609,18.094482421875,100000.0
20171020.0,Heleneborgsgatan 9C,28.0,1.0,MOHV Bromma,1551.0,3125000.0,493.0,59.31831450306765,18.03817749023437,111607.0
20171020.0,Kolbäcksgränd 24,26.0,1.0,HusmanHagberg Enskede,1960.0,2180000.0,13.0,59.276243775662145,18.139801025390625,83846.0
20171019.0,Bjurholmsplan 17 3tr,27.0,1.0,Brokr Fastighetsmäklare,1310.0,2600000.0,812.0,59.3092035930421,18.08074951171875,96296.0
20171019.0,Katarina Bangata 25,28.0,1.0,Södermäklarna,1413.0,3185000.0,882.0,59.31130632743083,18.079376220703125,113750.0
20171019.0,Hägervägen 1,26.0,1.0,Mäklarhuset Enskede,1415.0,2230000.0,42.0,59.27484052203332,18.08212280273437,85769.0
20171019.0,Hägervägen 3,26.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Farsta,1415.0,2250000.0,42.0,59.27484052203332,18.08212280273437,86538.0
20171019.0,Ekensbergsvägen 56,28.0,1.0,Notar,2493.0,2600000.0,104.0,59.314810595818216,17.99285888671875,92857.0
20171019.0,Bråvallagatan 8,27.0,1.0,Notar,1993.0,3200000.0,572.0,59.33863004470884,18.035430908203125,118519.0
20171019.0,Cedergrensvägen 16,26.0,2.0,Notar,1334.0,2150000.0,91.0,59.302894609713576,18.0010986328125,82692.0
20171019.0,Anna Sandströms gata 20,27.0,1.0,Mäklarhuset Älvsjö,1226.0,1880000.0,32.0,59.287467723140594,17.966766357421875,69630.0
20171018.0,Sankt Eriksgatan 40,29.0,2.0,Fastighetsbyrån Stockholm - Kungsholmen,334.0,3470000.0,605.0,59.333727405256454,18.032684326171875,119655.0
20171018.0,Linnégatan 51,27.0,1.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,534.0,3110000.0,944.0,59.335828623088354,18.084869384765625,115185.0
20171018.0,Bondegatan 3B,26.0,1.0,Historiska Hem,1994.0,2700000.0,951.0,59.31270807812389,18.076629638671875,103846.0
20171015.0,Norrtullsgatan 38,28.0,1.0,Edward & Partners Fastighetsmäklare AB,1538.0,2800000.0,829.0,59.34983342108092,18.0450439453125,100000.0
20171014.0,Kristallvägen 111 A,28.0,1.0,BOSTHLM Fastighetsmäklare AB,1702.0,1950000.0,87.0,59.29097444790585,18.002471923828125,69643.0
20171013.0,Askängsbacken 5,27.0,1.0,Svenska Mäklarhuset Bromma,1928.0,2245000.0,114.0,59.36103310187028,17.958526611328125,83148.0
20171013.0,Gästrikegatan 3,27.0,1.0,Svensk Fastighetsförmedling Sthlm Vasastan,1527.0,3220000.0,697.0,59.34073095931448,18.03955078125,119259.0
20171012.0,Tomtebogatan 23A,28.0,1.0,Fastighetsbyrån Stockholm - Vasastan,969.0,3140000.0,509.0,59.34073095931448,18.03131103515625,112143.0
20171012.0,Pontonjärgatan 4,30.0,1.0,Erik Olsson Fastighetsförmedling,2081.0,2970000.0,732.0,59.32812352231692,18.03817749023437,99000.0
20171012.0,Lidnersplan 8,27.0,2.0,Edward & Partners Fastighetsmäklare AB,1840.0,2950000.0,125.0,59.335828623088354,17.99835205078125,109259.0
20171012.0,Skebokvarnsvägen 121,27.0,1.0,MOHV Kungsholmen AB,1548.0,2010000.0,24.0,59.267823386467725,18.03817749023437,74444.0
20171011.0,Möregatan 7,30.0,2.0,Mäklarhuset Stockholm Innerstan,2121.0,3000000.0,940.0,59.31130632743083,18.06976318359375,100000.0
20171011.0,Sjöbjörnsvägen 8,27.0,1.0,Notar,1699.0,2500000.0,180.0,59.31621220205322,18.010711669921875,92593.0
20171011.0,Lötmogatan 7,29.0,2.0,Notar,2465.0,2905000.0,128.0,59.30359566565383,18.0120849609375,100172.0
20171011.0,Ringvägen 151B,26.0,1.0,Erik Olsson Fastighetsförmedling,1502.0,3020000.0,774.0,59.3092035930421,18.08349609375,116154.0
20171011.0,Harpsundsvägen 107,28.5,1.0,Svenska Mäklarhuset Älvsjö/Bandhagen,1670.0,2240000.0,22.0,59.261506728268,18.043670654296875,78596.0
20171011.0,Tegnérgatan 49A,28.0,1.0,MOHV Bromma,1006.0,3000000.0,1400.0,59.33722936277729,18.05328369140625,107143.0
20171011.0,Gullmarsvägen 12,26.0,1.0,Svensk Fastighetsförmedling Hammarbyhöjden,1752.0,2410000.0,475.0,59.29798681355474,18.07525634765625,92692.0
20171010.0,Stenkvistavägen 9,30.0,1.0,Svensk Fastighetsförmedling Älvsjö,2088.0,2225000.0,23.0,59.26571796386734,18.03955078125,74167.0
20171010.0,Chapmansgatan 4,29.0,1.0,Notar,1234.0,3120000.0,605.0,59.32812352231692,18.032684326171875,107586.0
2017109.0,Sveavägen 140,26.0,1.0,Notar,1447.0,2650000.0,1200.0,59.34633276298826,18.05328369140625,101923.0
2017109.0,Rindögatan 30,26.0,1.0,Notar,1949.0,2650000.0,218.0,59.34563258805997,18.098602294921875,101923.0
2017107.0,Gumshornsgatan 12,26.5,1.0,Hemverket AB,1304.0,3250000.0,518.0,59.335828623088354,18.090362548828125,122642.0
2017106.0,Västertorpsvägen 20B,27.5,1.0,Mäklarringen Hägersten/Skärholmen/Älvsjö,1556.0,1900000.0,44.0,59.29097444790585,17.9736328125,69091.0
2017106.0,Olshammarsgatan 85,27.5,1.0,Svensk Fastighetsförmedling Älvsjö,1946.0,1865000.0,13.0,59.25940091525868,18.00933837890625,67818.0
2017105.0,Marmorgatan 11,28.0,1.0,BOSTHLM Fastighetsmäklare AB,2178.0,2300000.0,454.0,59.31060543041464,18.05328369140625,82143.0
2017105.0,Åsögatan 98,27.0,1.0,Bjurfors Södermalm,2085.0,2550000.0,962.0,59.312007210000495,18.07113647460937,94444.0
2017105.0,Valhallavägen 172,26.0,1.0,Erik Olsson Fastighetsförmedling,921.0,3200000.0,289.0,59.33863004470884,18.09722900390625,123077.0
2017104.0,Brännkyrkagatan 46,30.0,1.0,Södermäklarna,1977.0,3130000.0,1500.0,59.319015241183074,18.06015014648437,104333.0
2017104.0,Ture Nermans Gränd 6,25.5,1.0,Mäklarhuset Stockholm Innerstan,613.0,3050000.0,577.0,59.329524579699104,18.03131103515625,119608.0
2017104.0,Ekensbergsvägen 10,28.0,1.0,Notar,2301.0,2550000.0,101.0,59.314109771032584,17.99285888671875,91071.0
2017104.0,Lundagatan 36 A,29.5,1.0,Notar,1589.0,3000000.0,778.0,59.31831450306765,18.046417236328125,101695.0
2017104.0,Björketorpsvägen 11,28.0,1.0,HusmanHagberg Bromma,1850.0,2100000.0,42.0,59.35543372337399,17.889862060546875,75000.0
2017103.0,Högbergsgatan 67,29.0,1.0,Fastighetsbyrån Stockholm - Södermalm,326.0,3300000.0,1200.0,59.31551140615839,18.0670166015625,113793.0
2017103.0,Ljusstöparbacken 24,28.5,1.0,Fastighetsbyrån Hägersten/Älvsjö,1404.0,1960000.0,158.0,59.314109771032584,18.00933837890625,68772.0
2017103.0,Dianavägen 7,29.0,2.0,Erik Olsson Fastighetsförmedling,1647.0,2620000.0,107.0,59.3547337361095,18.10272216796875,90345.0
2017103.0,Åsögatan 98,27.0,1.0,Mäklarringen Stockholms Innerstad,2085.0,2700000.0,962.0,59.312007210000495,18.07113647460937,100000.0
2017102.0,Vallfartsvägen 2,26.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1506.0,2450000.0,96.0,59.30499773418868,18.0010986328125,94231.0
2017102.0,Kungsholms Strand 135,30.0,1.0,Notar,1246.0,3125000.0,513.0,59.33722936277729,18.03131103515625,104167.0
2017102.0,Sankt Göransgatan 153,30.0,2.0,Notar,1984.0,2950000.0,256.0,59.337929710962655,18.01483154296875,98333.0
20170929.0,Sankt Göransgatan 153,30.0,2.0,BOSTHLM Fastighetsmäklare AB,1755.0,2900000.0,256.0,59.337929710962655,18.01483154296875,96667.0
20170929.0,Atlasgatan 7,28.0,1.0,Mäklarhuset Stockholm Innerstan,1284.0,2820000.0,628.0,59.337929710962655,18.03817749023437,100714.0
20170929.0,Elsa Borgs Gata 68,27.0,1.0,BOSTHLM Fastighetsmäklare AB,2072.0,2115000.0,31.0,59.28325917646979,17.96539306640625,78333.0
20170928.0,Ronnebyvägen 15,27.0,1.0,Svensk Fastighetsförmedling Hammarbyhöjden,1632.0,2500000.0,96.0,59.29518204070777,18.116455078125,92593.0
20170928.0,Midskeppsgatan 16,27.0,1.0,SkandiaMäklarna Enskede,1592.0,2725000.0,122.0,59.30219353932455,18.106842041015625,100926.0
20170928.0,John Ericssonsgatan 14,30.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,1454.0,2970000.0,730.0,59.32882405822882,18.03817749023437,99000.0
20170928.0,Folkskolegatan 12,28.0,1.0,Notar,2300.0,2880000.0,398.0,59.3169129835029,18.029937744140625,102857.0
20170928.0,Lidnersplan 8,27.0,2.0,Edward & Partners Fastighetsmäklare AB,1840.0,2900000.0,125.0,59.335828623088354,17.99835205078125,107407.0
20170927.0,Åsögatan 92,27.0,1.0,Fastighetsbyrån Stockholm - Södermalm,1572.0,2860000.0,962.0,59.312007210000495,18.06976318359375,105926.0
20170927.0,Borgargatan 16,25.5,1.0,Fastighetsbyrån Stockholm - Södermalm,1100.0,2850000.0,405.0,59.3169129835029,18.0340576171875,111765.0
